censusVersion,repository,headSha,path,kind,liveWorkflowReferences,totalReferences,disposition,swiftOwnerCoordinate,parityEvidence,measurement,reason,referencingWorkflows
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-branch-pins.py,python,3,7,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/lint-validator-fixtures.yml;.github/workflows/swift-ci.yml;.github/workflows/validate-branch-pins.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-cache-policy.py,python,2,9,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-base.yml;.github/workflows/validate-cache-policy.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-ci-matrix.py,python,1,4,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-ci-matrix.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-completion-receipt.py,python,0,5,SUPERSEDED-GATED,Institute.Receipt.* (Tools/InstituteCI/Sources/Institute Receipt/),F10/F11/F13 receipts sealed in SWIFT-NATIVE-PROGRAMME/,MEASURED,BLOCKED: still invoked by live swift-ci.yml steps; cutover is F12/F16 activation work with a hosted canary.,
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-composite-action-descriptions.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-composite-action-descriptions.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-composite-action-pins.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/lint-validator-fixtures.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-continue-on-error.py,python,1,4,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-continue-on-error.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-dependency-spelling.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-dependency-spelling.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-diagnostic-format.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-diagnostic-format.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-docc-structure.py,python,1,4,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-docc-structure.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-embedded-job.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-embedded-job.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-env-context.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-env-context.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-file-naming.py,python,2,6,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/lint-validator-fixtures.yml;.github/workflows/validate-file-naming.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-github-metadata.py,python,1,2,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-github-metadata.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-gitignore.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-gitignore.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-harden-runner.py,python,2,8,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-base.yml;.github/workflows/validate-harden-runner.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-input-defaults.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-input-defaults.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-layer-deps.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-layer-deps.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-manifest-binding.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-manifest-binding.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-package-graph.py,python,0,2,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-package-identity.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-package-identity.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-package-naming.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-package-naming.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-package-shape.py,python,1,5,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-package-shape.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-package-structure.py,python,1,2,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-package-structure.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-permissions-shape.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-permissions-shape.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-platform-architecture.py,python,1,5,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-platform-architecture.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-readme.py,python,2,12,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-readme.yml;.github/workflows/validate-schema-correspondence.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-schema-workflow-keys.py,python,2,5,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-github-metadata.yml;.github/workflows/validate-schema-correspondence.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-skill-hygiene.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-skill-hygiene.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-sub-org-wrappers.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-sub-org-wrappers.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-swiftlint-bitpattern-comment.py,python,0,2,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-swiftlint-rules.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-swiftlint-rules.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-swiftlint-witness-exemption.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/lint-validator-fixtures.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-target-imports.py,python,0,2,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-test-target-layers.py,python,1,3,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-test-target-layers.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-thin-callers.py,python,2,11,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/lint-validator-fixtures.yml;.github/workflows/validate-thin-callers.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate-visibility-gate.py,python,1,9,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/validate-visibility-gate.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,.github/scripts/validate_lib.py,python,1,2,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",.github/workflows/lint-validator-fixtures.yml
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,CI-CD-REFACTOR-EVIDENCE/generate-receipt.py,python,0,0,DELETED-TERMINAL,(no successor required),CI-CD-REFACTOR-COMPLETION-RECEIPT.md; Goal swift-institute/.github#276 reclosed completed 2026-08-05T20:46:54Z,MEASURED,"Evidence tooling of a TERMINAL programme. Positive-controlled zero references at this head (git grep -F over the whole tree, control: validate-branch-pins.py returns workflow hits by the same probe). The artifact it produced is frozen in the committed receipt; there is no successor run to port. Deleted.",
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,CI-CD-REFACTOR-EVIDENCE/validate-final-receipt.py,python,0,0,DELETED-TERMINAL,(no successor required),CI-CD-REFACTOR-COMPLETION-RECEIPT.md; Goal swift-institute/.github#276 reclosed completed 2026-08-05T20:46:54Z,MEASURED,"Evidence tooling of a TERMINAL programme. Positive-controlled zero references at this head (git grep -F over the whole tree, control: validate-branch-pins.py returns workflow hits by the same probe). The artifact it produced is frozen in the committed receipt; there is no successor run to port. Deleted.",
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,SWIFT-NATIVE-PROGRAMME/census-generator.py,python,0,4,SUPERSEDED-TERRITORY-BLOCKED,Repository.Policy.Census.Generator (Tools/RepositoryPolicy/Sources/Repository Policy/Repository.Policy.Census.Generator.swift); CLI verb `repository-policy census`,Generator doc comment states coordinate-for-coordinate parity with this file,MEASURED,"BLOCKED: lives under SWIFT-NATIVE-PROGRAMME/, which another peer owns tonight and this task must not touch. Also enrolled in SWIFT-NATIVE-PROGRAMME/SHA256SUMS, so deletion requires the seal recut. Coordinator work.",
1,swift-institute/.github,d32382565bc296ad735996d633a99fb3b62c204f,social-preview/render.py,python,0,1,RETAINED-NO-OWNER,(none realised),n/a,MEASURED,"No Swift owner exists. The predicate's intended owner is swift-linter (Swift syntax/AST) or a Workspace validator (checkout and package-graph facts), neither realised. A missing replacement is an F16 finding, not a licence to delete. Counts toward STOP-F16-PURITY.",
